ssim,psnr,mse,mae,color_error,lpips,fid
0.9505973101343789,24.55948525836659,227.57881673177084,8.905253,6.27845,0.11442513763904572,49.714922332576066
0.9279216871970043,24.937920416730034,208.58751932779947,9.923741,6.407799,0.15567392110824585,49.714922332576066
0.950861135741174,25.958977798929276,164.8855438232422,8.144852,6.3015137,0.18353325128555298,49.714922332576066
0.9481200112979128,23.56267873370021,286.2941589355469,8.960561,5.866707,0.14918723702430725,49.714922332576066
0.8577434462293119,18.985439366106373,821.3654378255209,17.45936,14.639603,0.2714783549308777,49.714922332576066
0.9897341198789139,36.12597670000399,15.866556803385416,1.9717611,1.5172958,0.009559476748108864,49.714922332576066
0.9671774578496684,25.710822231483,174.5814666748047,8.214595,5.9344864,0.16255903244018555,49.714922332576066
0.9710548292759178,27.77079647226803,108.64274088541667,7.4346313,4.5193405,0.07151159644126892,49.714922332576066
0.9894289044110555,35.04124246821653,20.368362426757812,2.190099,1.8078995,0.013235327787697315,49.714922332576066
0.8811351946149498,19.792942890264122,682.0026652018229,19.01826,15.334152,0.22498857975006104,49.714922332576066
0.7856517644173855,16.615951328167185,1417.376500447591,25.381475,21.0028,0.2833198010921478,49.714922332576066
0.9912594791500454,29.73826998974478,69.0642598470052,6.0855308,3.7744598,0.04707295075058937,49.714922332576066
0.868164152149722,19.17329167476312,786.5950215657552,17.049185,12.743362,0.2854020595550537,49.714922332576066
0.9701714949447312,25.54460007155017,181.39292907714844,7.791041,5.42733,0.07390717417001724,49.714922332576066
0.923064937227614,21.79922124982002,429.6929575602214,11.055507,9.259468,0.19721755385398865,49.714922332576066
0.9179333997025921,22.961872598186783,328.77069600423175,12.872777,9.381821,0.19017714262008667,49.714922332576066
0.9486549634454516,23.443952322256298,294.228764851888,10.037938,7.373047,0.21858647465705872,49.714922332576066
0.9311365379531432,22.576666753472495,359.2639872233073,12.537811,9.822098,0.22210104763507843,49.714922332576066
0.7350957374406536,11.661013715831887,4435.871831258138,52.539738,30.622444,0.4360688328742981,49.714922332576066
0.9517861853323488,24.842656180689005,213.2135213216146,9.045715,7.0024033,0.15678630769252777,49.714922332576066
0.9099003404527052,24.949337952268216,208.03986612955728,10.093211,7.4907303,0.11569317430257797,49.714922332576066
0.9408352975241449,27.66841818516496,111.2342529296875,6.259308,4.6633377,0.11881977319717407,49.714922332576066
0.9472404973318821,25.51467459329988,182.64715067545572,8.625575,5.943489,0.1287715882062912,49.714922332576066
0.9097617101697774,20.834132052744675,536.620371500651,15.50059,13.052467,0.2023250162601471,49.714922332576066
0.9057650307382433,21.558005971511122,454.234130859375,13.917511,10.968933,0.1172257512807846,49.714922332576066
0.9662747070773351,26.711032511647783,138.66827392578125,7.637197,5.1665573,0.07969598472118378,49.714922332576066
0.943461033253104,29.400062303142303,74.65761820475261,5.7765756,4.4925613,0.07664689421653748,49.714922332576066
0.9375260900841699,25.599878929475004,179.09871419270834,9.718434,9.501366,0.1367863267660141,49.714922332576066
0.9771058636195772,28.19797818771136,98.46514892578125,5.5972595,3.764557,0.1477258801460266,49.714922332576066
0.7461406727358986,14.823823378596382,2141.401107788086,33.69843,17.819778,0.2975636124610901,49.714922332576066
0.9433987215733525,22.640393988087443,354.0307312011719,13.380544,8.479347,0.1958892047405243,49.714922332576066
0.9298194606509566,22.258205727014683,386.59816487630206,12.626576,7.2234116,0.1236315444111824,49.714922332576066
0.6897521230485465,18.502048067461867,918.0694885253906,21.525482,13.989494,0.3656904101371765,49.714922332576066
0.76475281372898,15.699792270280643,1750.2542215983074,34.858746,23.661812,0.32586297392845154,49.714922332576066
0.9569346995305154,25.539984767518945,181.58580017089844,9.235092,6.113167,0.16510190069675446,49.714922332576066
0.9346304300480636,21.008053896196163,515.5549621582031,13.794139,9.79261,0.1729954183101654,49.714922332576066
0.9608530899326683,24.686609211186706,221.01382446289062,8.416351,6.10408,0.16029061377048492,49.714922332576066
0.7854078906280096,14.307408289166638,2411.7902323404946,34.476105,33.392418,0.3512646555900574,49.714922332576066
0.9615358760448874,26.51842781606686,144.95646158854166,6.8926797,4.928055,0.09650854021310806,49.714922332576066
0.9524904356254605,24.95780171858977,207.63482157389322,9.66656,6.756241,0.13918492197990417,49.714922332576066
0.5245329089786188,12.743313696812162,3457.394933064779,41.13939,42.150063,0.5466611385345459,49.714922332576066
0.693581149069045,17.117294297949194,1262.8475646972656,21.13389,10.102989,0.19924262166023254,49.714922332576066
0.9609019060310678,28.456560455392605,92.77357991536458,6.909536,4.8670273,0.08416752517223358,49.714922332576066
0.976303951244725,28.172169026144825,99.05204772949219,6.445246,4.3992157,0.10010461509227753,49.714922332576066
0.7853056843337699,14.960515942498402,2075.0509592692056,32.91583,35.15445,0.3074159026145935,49.714922332576066
0.9278827978546751,23.498844441934082,290.5332997639974,11.205978,13.497269,0.16395626962184906,49.714922332576066
0.9338164350104937,22.85577902180504,336.901123046875,13.463887,9.882843,0.16580045223236084,49.714922332576066
0.9406050760094288,20.977829846793135,519.1554005940756,15.7512665,10.628578,0.14015910029411316,49.714922332576066
0.9485752985106238,21.952278123131897,414.8131815592448,10.65334,8.580261,0.19715245068073273,49.714922332576066
0.928721136588866,24.13764114862831,250.7934824625651,9.492375,6.442383,0.16080522537231445,49.714922332576066
0.9436162530800697,22.97033244537267,328.1308898925781,11.84966,7.7907715,0.15333905816078186,49.714922332576066
0.9055665963975527,23.422946340691155,295.65533955891925,10.711635,7.4676666,0.12164223194122314,49.714922332576066
0.9649306604604937,24.106361432518497,252.6063232421875,10.213826,6.695938,0.14942404627799988,49.714922332576066
0.8489920999245509,17.75620448483316,1090.0838673909504,19.873358,11.4754715,0.22811643779277802,49.714922332576066
0.9515409461586938,22.05402303309327,405.2080434163411,15.554764,10.332176,0.1398393213748932,49.714922332576066
0.9422951448359091,23.096274162265267,318.75201924641925,12.635371,9.326042,0.2133665382862091,49.714922332576066
0.9742963901495707,28.404565310263425,93.89097086588542,6.514557,5.260544,0.1162310317158699,49.714922332576066
0.9706334971781497,28.282074465343282,96.57682291666667,4.9876504,3.79702,0.11353125423192978,49.714922332576066
0.9163848643675885,21.832565194427936,426.4065246582031,14.362172,11.240059,0.21281147003173828,49.714922332576066
0.9122161806489438,17.940975804285,1044.6787974039714,24.44427,16.447563,0.36724892258644104,49.714922332576066
0.9501141256246745,24.78054504135543,216.28472900390625,9.424296,7.3591843,0.14203886687755585,49.714922332576066
0.9095880992868377,22.697220655824374,349.42847696940106,12.258464,10.74939,0.14182798564434052,49.714922332576066
0.9280770490591436,24.58280449987964,226.36011759440103,10.164662,8.189468,0.1682811677455902,49.714922332576066
0.5726122107338932,16.252818504855142,1540.9853515625,31.379526,36.820023,0.27675116062164307,49.714922332576066
0.9347544095563931,18.66634800177162,883.9863535563151,16.782007,14.262001,0.12769314646720886,49.714922332576066
0.9434885539016383,22.16656094340651,394.84283955891925,13.398503,10.769539,0.18470308184623718,49.714922332576066
0.9272653610776124,25.048420913195653,203.34723409016928,9.589177,5.9201736,0.12505671381950378,49.714922332576066
0.9643650011240128,24.76158421629336,217.23106892903647,8.134816,5.7507095,0.16082169115543365,49.714922332576066
0.8857644423667753,19.56380479483562,718.9519755045573,17.354746,10.771172,0.20516237616539001,49.714922332576066
0.9325219789516203,23.921719771509892,263.57752990722656,10.880733,9.735901,0.1943124681711197,49.714922332576066
0.9403073630501279,22.97804890847641,327.5483907063802,10.387431,8.59906,0.10550510138273239,49.714922332576066
0.8669053219181101,19.390097916055847,748.2910817464193,19.129248,10.576973,0.2913509011268616,49.714922332576066
0.8833518450753187,20.22349306669089,617.633799235026,18.246368,11.424866,0.26793134212493896,49.714922332576066
0.6157925892741233,13.417932057632934,2959.968948364258,43.021297,29.847366,0.4554533362388611,49.714922332576066
0.9700642115034732,26.65613613802695,140.43221537272134,7.4590707,6.5520096,0.14212727546691895,49.714922332576066
0.9423424837910025,22.760027114430883,344.4115041097005,12.158981,8.306076,0.16072975099086761,49.714922332576066
0.8585696758575073,20.196035913782794,621.5509999593099,14.718572,10.378944,0.20722243189811707,49.714922332576066
0.9181119392648864,24.422933968774565,234.84805297851562,9.768646,6.891121,0.1280716359615326,49.714922332576066
0.9738916450989713,27.661408462936595,111.41393534342448,6.474584,4.21183,0.11440229415893555,49.714922332576066
0.9102226784880424,23.370134657434146,299.2725575764974,11.54449,8.328224,0.2257811576128006,49.714922332576066
0.8512159913354527,21.906485724421792,419.21014912923175,15.696376,11.584427,0.15784040093421936,49.714922332576066
0.9515550489596482,23.979254338458603,260.1087290445964,11.131709,8.412979,0.11992456018924713,49.714922332576066
