ssim_mean,ssim_std,ssim_min,ssim_max,psnr_mean,psnr_std,psnr_min,psnr_max,mse_mean,mse_std,mse_min,mse_max,mae_mean,mae_std,mae_min,mae_max,color_error_mean,color_error_std,color_error_min,color_error_max,lpips_mean,lpips_std,lpips_min,lpips_max,fid
0.8922927054128826,0.08705524310034354,0.49611502459237594,0.9912594791500454,22.315564849970723,4.723316597990061,9.698197057518492,36.12597670000399,682.8529136759441,889.6814465389836,15.866556803385416,6970.447413126628,15.264377,9.815629,1.9717611,66.20588,11.004399,7.5066996,1.5172958,51.79706,0.1935444513000548,0.09281448732368486,0.009559476748108864,0.553977370262146,49.714922332576066
